road	Z2809
km	1.2
type	Box Culvert
lrpName	LRP001a
name	.
length	3.5
condition	A
structureNr	117839
est cost	0
roadName	Osmani Biman Bandar Road
chainage	1.2
width	11
constructionYear	2005
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	24.9525
lon	91.87444444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117839&vRoadID=377&vSurveyYear=2006&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117839&vRoadID=377&vSurveyYear=2006&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117839&vRoadID=377&vSurveyYear=2006&vSubdivID=801
