road	Z1411
km	19.276
type	Slab Culvert
lrpName	LRP020a
name	BARORA
length	1
condition	A
structureNr	114181
est cost	0
roadName	Khajuria-Pailgachha-Barura Road
chainage	19.276
width	5.66
constructionYear	1996
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.3725
lon	91.05669444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114181&vRoadID=473&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114181&vRoadID=473&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114181&vRoadID=473&vSurveyYear=2004&vSubdivID=543
