road	R760
km	33.138
type	Box Culvert
lrpName	LRP033a
name	.
length	2.45
condition	A
structureNr	103868
est cost	0
roadName	Khulna-Chuknagar-Satkhira Road
chainage	33.138
width	11.5
constructionYear	1995
spans	1
zone	Khulna
circle	Khulna
division	Khulna
sub-division	Khulna-2
lat	22.824166666666667
lon	89.27388888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103868&vRoadID=158&vSurveyYear=2004&vSubdivID=318
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103868&vRoadID=158&vSurveyYear=2004&vSubdivID=318
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103868&vRoadID=158&vSurveyYear=2004&vSubdivID=318
