road	Z5855
km	17.105
type	Box Culvert
lrpName	LRP017d
name	.
length	2.5
condition	A
structureNr	118209
est cost	0
roadName	Joypurhat-Rajabirat-Gobindaganj Road
chainage	17.105
width	4.5
constructionYear	1993
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.137999999999998
lon	89.21772222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118209&vRoadID=655&vSurveyYear=2006&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118209&vRoadID=655&vSurveyYear=2006&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118209&vRoadID=655&vSurveyYear=2006&vSubdivID=589
