road	Z1201
km	8.953
type	Slab Culvert
lrpName	LRP009a
name	KALIKAPUR CULVERT
length	1
condition	A
structureNr	105317
est cost	0
roadName	Kashba-Kuti Road
chainage	8.953
width	5.66
constructionYear	1992
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.74266666666667
lon	91.15361111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105317&vRoadID=450&vSurveyYear=2004&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105317&vRoadID=450&vSurveyYear=2004&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105317&vRoadID=450&vSurveyYear=2004&vSubdivID=540
