road	Z5049
km	23.45
type	Box Culvert
lrpName	LRP023b
name	.
length	3.6
condition	A
structureNr	115965
est cost	0
roadName	Taras-Raniraht-Sherpur Road
chainage	23.45
width	4.8
constructionYear	1993
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Sherpur (Bogra)
lat	24.616972222222223
lon	89.42077777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115965&vRoadID=581&vSurveyYear=2006&vSubdivID=292
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115965&vRoadID=581&vSurveyYear=2006&vSubdivID=292
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115965&vRoadID=581&vSurveyYear=2006&vSubdivID=292
