road	Z4605
km	0.21
type	Box Culvert
lrpName	LRPSa
name	JHULGONG BOX CULVERT
length	17
condition	A
structureNr	105746
est cost	0
roadName	Jhulgaon-Jhenaigati-Sandahkura Road
chainage	0.21
width	7.8
constructionYear	1996
spans	4
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.112944444444445
lon	90.04936111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105746&vRoadID=268&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105746&vRoadID=268&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105746&vRoadID=268&vSurveyYear=2004&vSubdivID=534
