road	R861
km	6.881
type	Box Culvert
lrpName	LRP007a
name	.
length	4.8
condition	C
structureNr	107844
est cost	2.5
roadName	Monohar Bazar More at R860-Shariatpur Road
chainage	6.881
width	6
constructionYear	1980
spans	1
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.236305555555557
lon	90.3536111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107844&vRoadID=172&vSurveyYear=2004&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107844&vRoadID=172&vSurveyYear=2004&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107844&vRoadID=172&vSurveyYear=2004&vSubdivID=580
