road	Z8909
km	3.02
type	Baily with Steel Deck
lrpName	LRP003a
name	.
length	24
condition	A
structureNr	116850
est cost	0
roadName	Charfeshion-Betua Road
chainage	3.02
width	4.1
constructionYear	1997
spans	1
zone	Barisal
circle	Barisal
division	Bhola
sub-division	Charfession
lat	22.1875
lon	90.78805555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116850&vRoadID=395&vSurveyYear=2006&vSubdivID=337
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116850&vRoadID=395&vSurveyYear=2006&vSubdivID=337
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116850&vRoadID=395&vSurveyYear=2006&vSubdivID=337
