road	N309
km	1.599
type	Box Culvert
lrpName	LRP001a
name	DEGER KANDA CULVERT
length	3
condition	A
structureNr	107542
est cost	0
roadName	Mymensingh Town By-Pass Road
chainage	1.599
width	12.2
constructionYear	1999
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.729416666666665
lon	90.41477777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107542&vRoadID=22&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107542&vRoadID=22&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107542&vRoadID=22&vSurveyYear=2004&vSubdivID=530
