road	N805
km	23.9
type	Box Culvert
lrpName	LRP023c
name	.
length	4.7
condition	A
structureNr	108511
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	23.9
width	13.6
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.28888888888889
lon	89.81305555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108511&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108511&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108511&vRoadID=64&vSurveyYear=2004&vSubdivID=344
