road	N507
km	30.437
type	Box Culvert
lrpName	LRP031a
name	.
length	6.9
condition	A
structureNr	101850
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	30.437
width	23.46
constructionYear	2001
spans	2
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.34361111111111
lon	89.26888888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101850&vRoadID=35&vSurveyYear=2004&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101850&vRoadID=35&vSurveyYear=2004&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101850&vRoadID=35&vSurveyYear=2004&vSubdivID=315
