road	Z1220
km	2.738
type	Box Culvert
lrpName	LRP002e
name	.
length	8
condition	A
structureNr	116905
est cost	0
roadName	Rajachapitala-Ramchandrapur-Patchkitta Road
chainage	2.738
width	7.35
constructionYear	2005
spans	2
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.706916666666665
lon	90.95533333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116905&vRoadID=468&vSurveyYear=2006&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116905&vRoadID=468&vSurveyYear=2006&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116905&vRoadID=468&vSurveyYear=2006&vSubdivID=544
