road	N603
km	13.2
type	Box Culvert
lrpName	LRP013a
name	.
length	3.5
condition	A
structureNr	102740
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	13.2
width	12.1
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.408055555555553
lon	88.61222222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102740&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102740&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102740&vRoadID=48&vSurveyYear=2004&vSubdivID=302
