road	Z1008
km	3.947
type	Box Culvert
lrpName	LRP003e
name	KORAY BOX CULVERT
length	1.5
condition	A
structureNr	102405
est cost	0
roadName	Chandina-Debidwar Road
chainage	3.947
width	7.3
constructionYear	1998
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.520833333333332
lon	91.00852777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102405&vRoadID=471&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102405&vRoadID=471&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102405&vRoadID=471&vSurveyYear=2004&vSubdivID=544
