road	N405
km	5.267
type	RCC Bridge
lrpName	LRP005b
name	HANANLA RCC BRIDGE
length	30.4
condition	A
structureNr	107373
est cost	0
roadName	Elenga-Nalka-Hatikamrul Road (Nalka-Hatikamrul RHD Part)
chainage	5.267
width	10.2
constructionYear	1998
spans	5
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.368555555555556
lon	89.88461111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107373&vRoadID=27&vSurveyYear=2004&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107373&vRoadID=27&vSurveyYear=2004&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107373&vRoadID=27&vSurveyYear=2004&vSubdivID=537
